ParkName,Year,RecreationVisits,VisitorSpending,JobsSupported,LaborIncome,ValueAdded,EconomicOutput
Petroglyph NM,2024,354534.0,33243000.0,344.0,14782000.0,27482000.0,47285000.0
Pictured Rocks NL,2024,953052.0,50015000.0,428.0,15754000.0,30319000.0,51492000.0
Pinnacles NP,2024,354076.0,25256000.0,159.0,11425000.0,19313000.0,27783000.0
Pipe Spring NM,2024,24530.0,1726000.0,17.0,657000.0,1213000.0,2101000.0
Pipestone NM,2024,83033.0,5844000.0,60.0,2603000.0,4520000.0,7697000.0
Piscataway Park,2024,334260.0,23522000.0,216.0,11604000.0,21069000.0,32458000.0
Point Reyes NS,2024,2371800.0,184161000.0,1456.0,98359000.0,164609000.0,247492000.0
Port Chicago Naval Magazine NMEM,2024,930.0,65000.0,1.0,35000.0,60000.0,89000.0
President W.J. Clinton Birthplace Home NHS,2024,6215.0,437000.0,5.0,153000.0,297000.0,544000.0
President's Park,2024,915636.0,20949000.0,198.0,10714000.0,19544000.0,30005000.0
Prince William Forest Park,2024,355196.0,11011000.0,87.0,4692000.0,8274000.0,12774000.0
Pu'uhonua o Honaunau NHP,2024,454268.0,31966000.0,264.0,14012000.0,27102000.0,40910000.0
Pu'ukohola Heiau NHS,2024,27507.0,1936000.0,16.0,849000.0,1641000.0,2477000.0
Pullman NHP,2024,31961.0,2249000.0,20.0,1170000.0,2115000.0,3206000.0
Rainbow Bridge NM,2024,17488.0,1231000.0,12.0,468000.0,845000.0,1423000.0
Reconstruction Era NHP,2024,23378.0,1644000.0,15.0,606000.0,1171000.0,1908000.0
Redwood NP,2024,622883.0,47787000.0,465.0,20075000.0,34752000.0,58737000.0
Richmond NBP,2024,156538.0,11015000.0,119.0,4647000.0,8720000.0,14859000.0
Rio Grande W&SR,2024,172.0,134000.0,2.0,43000.0,86000.0,156000.0
River Raisin NBP,2024,240556.0,16927000.0,177.0,8210000.0,14659000.0,24254000.0
Rock Creek Park,2024,1917170.0,43866000.0,416.0,22457000.0,40947000.0,62980000.0
Rocky Mountain NP,2024,4154349.0,587882000.0,5421.0,303569000.0,541630000.0,861831000.0
Roger Williams NMEM,2024,43242.0,3043000.0,28.0,1656000.0,2806000.0,4339000.0
Rosie The Riveter WWII Home Front NHP,2024,34913.0,2457000.0,20.0,1328000.0,2237000.0,3326000.0
Ross Lake NRA,2024,971173.0,52924000.0,346.0,20944000.0,42761000.0,61534000.0
Russell Cave NM,2024,9261.0,652000.0,7.0,256000.0,471000.0,823000.0
Sagamore Hill NHS,2024,130259.0,9166000.0,76.0,5083000.0,8846000.0,12930000.0
Saguaro NP,2024,946369.0,73327000.0,736.0,37026000.0,66612000.0,108195000.0
Saint Croix Island IHS,2024,13508.0,950000.0,9.0,399000.0,742000.0,1226000.0
Saint Croix NSR,2024,900828.0,46999000.0,467.0,21981000.0,38879000.0,64709000.0
Saint Paul's Church NHS,2024,12135.0,853000.0,7.0,475000.0,825000.0,1208000.0
Saint-Gaudens NHP,2024,26685.0,1632000.0,16.0,886000.0,1522000.0,2335000.0
Salem Maritime NHP,2024,488831.0,34398000.0,327.0,19650000.0,32810000.0,50578000.0
Salinas Pueblo Missions NM,2024,38106.0,2682000.0,28.0,1108000.0,2013000.0,3456000.0
Salt River Bay NHP & EPRES,2024,13185.0,928000.0,8.0,407000.0,787000.0,1188000.0
San Antonio Missions NHP,2024,1278777.0,114683000.0,1285.0,53944000.0,99244000.0,171164000.0
San Francisco Maritime NHP,2024,2535134.0,75269000.0,541.0,34034000.0,57329000.0,86426000.0
San Juan Island NHP,2024,405925.0,28564000.0,208.0,12466000.0,24934000.0,36161000.0
San Juan NHS,2024,1329728.0,155834000.0,1358.0,77616000.0,154559000.0,229126000.0
Sand Creek Massacre NHS,2024,6401.0,450000.0,5.0,127000.0,265000.0,490000.0
Santa Monica Mountains NRA,2024,639745.0,33816000.0,305.0,16851000.0,29222000.0,46106000.0
Saratoga NHP,2024,116537.0,8200000.0,78.0,3464000.0,6423000.0,10383000.0
Saugus Iron Works NHS,2024,51921.0,3654000.0,35.0,2085000.0,3489000.0,5378000.0
Scotts Bluff NM,2024,183915.0,12942000.0,132.0,4211000.0,8223000.0,14769000.0
Sequoia NP,2024,1309573.0,119767000.0,1106.0,48047000.0,84303000.0,140243000.0
Shenandoah NP,2024,1720211.0,132363000.0,1184.0,61895000.0,112779000.0,175083000.0
Shiloh NMP,2024,386152.0,27173000.0,284.0,9694000.0,17946000.0,32172000.0
Sitka NHP,2024,309327.0,67537000.0,868.0,36198000.0,56340000.0,95460000.0
Sleeping Bear Dunes NL,2024,1670025.0,220283000.0,2098.0,83236000.0,164474000.0,271567000.0
Springfield Armory NHS,2024,15925.0,1121000.0,10.0,562000.0,977000.0,1517000.0
Statue of Liberty NM,2024,3722029.0,261914000.0,2216.0,145859000.0,252800000.0,372383000.0
Ste. Genevieve NHP,2024,23893.0,1681000.0,18.0,536000.0,991000.0,1852000.0
Steamtown NHS,2024,60243.0,3921000.0,43.0,1845000.0,3159000.0,5268000.0
Stones River NB,2024,446160.0,17186000.0,141.0,8387000.0,15318000.0,23759000.0
Stonewall NM,2024,2302641.0,162034000.0,1376.0,90184000.0,156521000.0,230810000.0
Sunset Crater Volcano NM,2024,73260.0,5155000.0,49.0,1976000.0,3548000.0,5938000.0
Tallgrass Prairie NPRES,2024,29955.0,2109000.0,24.0,871000.0,1561000.0,2791000.0
Thaddeus Kosciuszko NMEM,2024,2336.0,164000.0,2.0,89000.0,151000.0,243000.0
Theodore Roosevelt Birthplace NHS,2024,25086.0,1765000.0,15.0,982000.0,1705000.0,2514000.0
Theodore Roosevelt Inaugural NHS,2024,30141.0,2121000.0,20.0,937000.0,1757000.0,2806000.0
Theodore Roosevelt Island,2024,174954.0,12311000.0,115.0,6111000.0,11071000.0,17134000.0
Theodore Roosevelt NP,2024,732951.0,55795000.0,558.0,19040000.0,34640000.0,62557000.0
Thomas Edison NHP,2024,34031.0,828000.0,6.0,426000.0,706000.0,1030000.0
Thomas Jefferson MEM,2024,2915319.0,102675000.0,956.0,57283000.0,100957000.0,149821000.0
Thomas Stone NHS,2024,4538.0,319000.0,3.0,157000.0,285000.0,439000.0
Timpanogos Cave NM,2024,114034.0,8024000.0,86.0,3790000.0,7035000.0,11847000.0
Timucuan EHP,2024,997136.0,70167000.0,753.0,32064000.0,58874000.0,99158000.0
Tonto NM,2024,30840.0,2170000.0,22.0,1112000.0,1985000.0,3227000.0
Tule Lake NM,2024,3810.0,268000.0,3.0,99000.0,172000.0,302000.0
Tule Springs Fossil Beds NM,2024,60431.0,4252000.0,39.0,2039000.0,3725000.0,5801000.0
Tumacacori NHP,2024,35256.0,2481000.0,25.0,1047000.0,1890000.0,3193000.0
Tuskegee Airmen NHS,2024,28474.0,1421000.0,14.0,507000.0,970000.0,1739000.0
Tuskegee Institute NHS,2024,10037.0,706000.0,8.0,255000.0,475000.0,879000.0
Tuzigoot NM,2024,108283.0,7620000.0,77.0,3867000.0,6884000.0,11125000.0
Ulysses S. Grant NHS,2024,44732.0,3148000.0,36.0,1565000.0,2773000.0,4692000.0
Upper Delaware S&RR,2024,377061.0,19931000.0,146.0,9473000.0,16538000.0,24211000.0
Valles Caldera NPRES,2024,82111.0,6348000.0,63.0,2610000.0,4773000.0,8099000.0
Valley Forge NHP,2024,1866480.0,28915000.0,325.0,15881000.0,26550000.0,44774000.0
Vanderbilt Mansion NHS,2024,406077.0,17944000.0,160.0,7146000.0,13869000.0,22552000.0
Vicksburg NMP,2024,403332.0,28382000.0,323.0,11105000.0,21050000.0,37933000.0
Vietnam Veterans MEM,2024,5295711.0,121167000.0,1142.0,61970000.0,113038000.0,173543000.0
Virgin Islands NP,2024,423029.0,75989000.0,657.0,34203000.0,68985000.0,105838000.0
Voyageurs NP,2024,199030.0,19645000.0,193.0,8062000.0,14182000.0,24088000.0
Waco Mammoth NM,2024,111961.0,7879000.0,82.0,2966000.0,5559000.0,9681000.0
Walnut Canyon NM,2024,187205.0,13173000.0,124.0,5048000.0,9066000.0,15173000.0
War in the Pacific NHP,2024,373974.0,26316000.0,217.0,11535000.0,22312000.0,33679000.0
Washington Monument,2024,247208.0,5656000.0,53.0,2893000.0,5277000.0,8101000.0
Washita Battlefield NHS,2024,12369.0,870000.0,10.0,266000.0,513000.0,992000.0
Weir Farm NHP,2024,34246.0,2410000.0,20.0,1324000.0,2311000.0,3386000.0
Whiskeytown NRA,2024,812244.0,42755000.0,387.0,16251000.0,28070000.0,47192000.0
White House,2024,517030.0,11830000.0,112.0,6050000.0,11036000.0,16944000.0
White Sands NP,2024,702236.0,62354000.0,625.0,23511000.0,43926000.0,79704000.0
Whitman Mission NHS,2024,61331.0,4316000.0,36.0,1481000.0,3156000.0,4954000.0
William Howard Taft NHS,2024,31118.0,2189000.0,24.0,1044000.0,1830000.0,3103000.0
Wilson's Creek NB,2024,357805.0,25178000.0,276.0,10727000.0,18896000.0,33389000.0
Wind Cave NP,2024,489399.0,48637000.0,481.0,19213000.0,37451000.0,63464000.0
Wolf Trap NP for the Performing Arts,2024,447863.0,31516000.0,296.0,15680000.0,28389000.0,44039000.0
Women's Rights NHP,2024,33691.0,2938000.0,26.0,1287000.0,2459000.0,3844000.0
World War I MEM,2024,1084897.0,24823000.0,208.0,12053000.0,21856000.0,32506000.0
World War II MEM,2024,5160769.0,118080000.0,1113.0,60391000.0,110159000.0,169122000.0
Wrangell-St. Elias NP & PRES,2024,81670.0,158974000.0,1486.0,77303000.0,139707000.0,227766000.0
Wright Brothers NMEM,2024,406593.0,28611000.0,311.0,11307000.0,20927000.0,36544000.0
Wupatki NM,2024,220205.0,17079000.0,158.0,6581000.0,11872000.0,19738000.0
Yellowstone NP,2024,4744353.0,709686000.0,6563.0,322325000.0,544337000.0,903058000.0
Yosemite NP,2024,4121807.0,628956000.0,6107.0,270610000.0,476262000.0,795492000.0
Yukon-Charley Rivers NPRES,2024,1700.0,10380000.0,94.0,5032000.0,9224000.0,15037000.0
Zion NP,2024,4946592.0,774194000.0,8564.0,282472000.0,556282000.0,1048947000.0
